x [m],y [m],u [m/s],v [m/s],vorticity [1/s]
0.002955667382,0.02298852409,-0.005078325339,0.001507838407,-19.30707083
0.002955667382,0.02561578398,0.04508570977,0.0002162525402,-9.582262517
0.002955667382,0.02824304388,0.04518506986,0.00156803284,-0.7248913267
0.002955667382,0.03087030377,0.04764193925,0.001862769795,-0.9887904321
0.002955667382,0.03349756367,0.04900101954,0.001827544331,-0.3162075906
0.002955667382,0.03612482356,0.04851973197,0.00238021487,-0.004806777169
0.002955667382,0.03875208346,0.04747022062,0.002277621511,0.0136541961
0.002955667382,0.04137934335,0.04680570942,-0.0006382357061,0.8757297312
0.002955667382,0.04400660325,0.04580878941,-0.001507696604,0.7232834252
0.002955667382,0.04663386314,0.04529620518,-0.002000435686,0.2932674533
0.002955667382,0.04926112304,0.04641550562,-0.005017034322,0.4600465986
0.002955667382,0.05188838294,0.04881688442,-0.007137630027,0.2441578089
0.002955667382,0.05451564283,0.05118103771,-0.007110288532,0.03104786589
0.002955667382,0.05714290273,0.05138303118,-0.006256490522,0.2481533307
0.002955667382,0.05977016262,0.04935889933,-0.002250516043,-0.8082125751
0.002955667382,0.06239742252,0.04988839855,-0.003201147162,-0.2534441481
0.002955667382,0.06502468241,0.05093241405,-0.003645634,-0.2601489817
0.002955667382,0.06765194231,0.05162450175,-0.004097236342,-0.00568408779
0.002955667382,0.0702792022,0.05136655152,-0.00295989294,-0.1928250067
0.002955667382,0.0729064621,0.05120437203,-0.001824401645,0.3592147464
0.002955667382,0.07553372199,0.04883233322,0.001510779847,-0.7922932204
0.002955667382,0.07816098189,0.05156867878,-0.0005974924463,-0.2567487738
0.002955667382,0.08078824179,0.05058661736,-0.0008993543874,0.8220085041
0.002955667382,0.08341550168,0.04851778847,-0.00015927571,0.8393286456
0.002955667382,0.08604276158,0.04718662126,0.0008716193169,0.3470289515
0.002955667382,0.08867002147,0.04718993806,0.0007156280381,0.1443475701
0.002955667382,0.09129728137,0.04673819533,-0.0007777487275,0.3329658224
0.002955667382,0.09392454126,0.04611474758,-0.001499016042,-0.1708355735
0.002955667382,0.09655180116,0.04728816136,-3.866816928e-05,-0.6302094964
0.002955667382,0.09917906105,0.04694069131,0.0004275402005,-0.6093173977
0.002955667382,0.1018063209,0.04744527601,-0.001108863547,-0.02820844587
0.002955667382,0.1044335808,0.04630486327,-0.001274240504,0.626551345
0.002955667382,0.1070608407,0.04520925462,0.0008278252371,0.273374943
0.002955667382,0.1096881006,0.0444506016,0.001703171621,0.02844462821
0.002955667382,0.1123153605,0.04391035002,0.002145870533,-0.2683866634
0.002955667382,0.1149426204,0.04405304172,0.002598574412,-0.4177967716
0.002955667382,0.1175698803,0.04426838465,0.002728468059,-0.332525737
0.002955667382,0.1201971402,0.04482994714,0.002387333238,0.1870825027
0.002955667382,0.1228244001,0.04468592747,0.003522163076,0.05516906971
0.002955667382,0.12545166,0.04510473993,0.003313012608,-0.03642555333
0.002955667382,0.1280789199,0.04607768789,0.003516818819,-0.5377741953
0.002955667382,0.1307061798,0.04816387942,0.00286862443,-0.7396398972
0.002955667382,0.1333334397,0.05105332452,0.003170655261,-0.4430171756
0.002955667382,0.1359606996,0.05143046334,0.003627354978,0.3584234387
0.002955667382,0.1385879595,0.05117151978,0.003477317731,0.8929455192
0.002955667382,0.1412152194,0.04985010166,0.003829257242,1.391189395
0.002955667382,0.1438424793,0.04866321378,0.004519992214,1.29194646
0.002955667382,0.1464697392,0.04781576042,0.007246202868,-0.07115428534
0.002955667382,0.1490969991,0.04760042435,0.006874181117,-0.03483815329
0.002955667382,0.151724259,0.04764857385,0.004575409812,0.390435954
0.002955667382,0.1543515189,0.04848095976,0.003447213862,0.5133174741
0.002955667382,0.1569787788,0.04913942119,0.0028154388,0.6746351371
0.002955667382,0.1596060387,0.04883012817,0.002575689505,0.5660546523
0.002955667382,0.1622332985,0.04932814505,0.002552800288,0.4219843881
0.002955667382,0.1648605584,0.04909728675,0.002540387773,0.7158645085
0.002955667382,0.1674878183,0.0479661494,0.002343465094,0.9265123709
0.002955667382,0.1701150782,0.04665658792,0.002295306694,0.8481010019
0.002955667382,0.1727423381,0.04624827381,0.003038958757,0.4538771944
0.002955667382,0.175369598,0.04547403113,0.00315624222,0.1205235558
0.002955667382,0.1779968579,0.04548427224,0.002940622269,-0.4238431609
0.002955667382,0.1806241178,0.04714956513,0.002340305628,-0.2575518943
0.002955667382,0.1832513777,0.04809564497,0.002167577878,0.09433477146
0.002955667382,0.1858786376,0.04830615321,0.001193903164,0.2962907434
0.002955667382,0.1885058975,0.04853079225,0.0005966654996,0.6011353208
0.002955667382,0.1911331574,0.04787471179,9.218865155e-06,0.7858169726
0.002955667382,0.1937604173,0.04738758949,0.000380303856,0.4315379257
0.002955667382,0.1963876772,0.04748480138,0.0004493994752,0.187068161
0.002955667382,0.1990149371,0.04706094856,0.0001182874952,0.2564949436
0.002955667382,0.201642197,0.04652846549,-0.0001920484476,0.5103958165
0.002955667382,0.2042694569,0.04600182794,-0.0006100487641,0.5170329647
0.002955667382,0.2068967168,0.04597600046,-0.0001630013691,0.27457461
0.002955667382,0.2095239767,0.04576035303,0.0006064781248,-0.0254326589
0.002955667382,0.2121512366,0.04599295893,0.001330084266,-0.2873948304
0.002955667382,0.2147784965,0.04594953225,0.001154251071,0.02950421008
0.002955667382,0.2174057564,0.04547219138,0.0009345649251,0.1193708199
0.002955667382,0.2200330162,0.0462127979,0.0007904876051,-0.1908032823
0.002955667382,0.2226602761,0.04699077919,0.001037876459,-0.1257772438
0.002955667382,0.225287536,0.04689587873,0.001294641546,0.0432633574
0.002955667382,0.2279147959,0.04642310289,0.001707442866,-0.01003528421
0.002955667382,0.2305420558,0.04616713281,0.002202546861,-0.2300578625
0.002955667382,0.2331693157,0.04629774841,0.002242127843,-0.2932917077
0.002955667382,0.2357965756,0.04641736585,0.002588637854,-0.3943422431
0.002955667382,0.2384238355,0.04693017028,0.004040617074,-0.7638731951
0.002955667382,0.2410510954,0.04739633162,0.004213897383,-0.7651704938
0.002955667382,0.2436783553,0.04686192176,0.004157907323,-0.5384998598
0.002955667382,0.2463056152,0.04658420465,0.003983072293,-0.5599220592
0.002955667382,0.2489328751,0.0463782505,0.004434341999,-0.5453253238
0.002955667382,0.251560135,0.04625212607,0.004447049403,-0.5236143884
0.002955667382,0.2541873949,0.04660670828,0.003995740715,-0.4252600379
0.002955667382,0.2568146548,0.04642790866,0.003702705202,-0.01800461174
0.002955667382,0.2594419147,0.04546868102,0.003789993114,0.0229779679
0.002955667382,0.2620691746,0.04525864815,0.004458382238,-0.1924285887
0.002955667382,0.2646964345,0.04528039135,0.004553624725,-0.03209895772
0.002955667382,0.2673236944,0.04433960756,0.005051156897,-0.1476574482
0.002955667382,0.2699509543,0.04361556935,0.004418686432,-0.1444240198
0.002955667382,0.2725782142,0.04349107998,0.003647232378,-0.2621464848
0.002955667382,0.2752054741,0.04376368383,0.003080451321,-0.5912374062
0.002955667382,0.2778327339,0.04421920165,0.002755787206,-0.3210477137
0.002955667382,0.2804599938,0.04427841666,0.002400613154,-0.01580350147
0.002955667382,0.2830872537,0.04386939309,0.002513654908,0.2411442793
0.002955667382,0.2857145136,0.04308265604,0.002968306786,0.1798377319
0.002955667382,0.2883417735,0.0427646253,0.002557460084,0.1890168799
0.002955667382,0.2909690334,0.04239662497,0.00261607375,0.2733598375
0.002955667382,0.2935962933,0.04200085833,0.002270111784,0.316325131
0.002955667382,0.2962235532,0.04208161229,0.002996861865,0.3298827118
0.002955667382,0.2988508131,0.04181038959,0.003635672282,0.2977938622
0.002955667382,0.301478073,0.04125075052,0.004014494477,0.1127120295
0.002955667382,0.3041053329,0.04127936575,0.004476939904,-0.2867634495
0.002955667382,0.3067325928,0.04174970275,0.004802099525,-0.3599146665
0.002955667382,0.3093598527,0.04197115303,0.004822015572,-0.1012448295
0.002955667382,0.3119871126,0.04091020869,0.005416623109,-0.2460245624
0.002955667382,0.3146143725,0.04086829636,0.005078933079,-0.6913732175
0.002955667382,0.3172416324,0.04242269552,0.003824499171,-0.603320268
0.002955667382,0.3198688923,0.04349589593,0.00375746463,-0.3232141507
0.002955667382,0.3224961522,0.04313927085,0.00429717233,-0.3511205571
0.002955667382,0.3251234121,0.0427696924,0.004735052712,-0.5967688987
0.002955667382,0.327750672,0.0430077451,0.004402529345,-0.2802845216
0.002955667382,0.3303779319,0.04234252199,0.004129322252,0.1648352127
0.002955667382,0.3330051918,0.0411152564,0.003561276244,0.07959858252
0.002955667382,0.3356324516,0.04142072888,0.003496489917,-0.2510165353
0.002955667382,0.3382597115,0.04253506197,0.003009697102,-0.4090197171
0.002955667382,0.3408869714,0.04396449763,0.002562866694,-0.4739165732
0.002955667382,0.3435142313,0.04610985372,0.003855289928,-0.7188808992
0.002955667382,0.3461414912,0.04586240863,0.004268806699,-0.5329304096
0.002955667382,0.3487687511,0.04693201425,0.003262462042,-0.4376143567
0.002955667382,0.351396011,0.04793132257,0.003199056289,-0.7846359626
0.002955667382,0.3540232709,0.05036397423,0.004800169534,-0.9629008145
0.002955667382,0.3566505308,0.0506401662,0.005175022218,-0.4095998356
0.002955667382,0.3592777907,0.0507334295,0.004930790523,-0.05489345721
0.002955667382,0.3619050506,0.04961862211,0.004980789715,0.3588163104
0.002955667382,0.3645323105,0.04851307857,0.005908375067,0.04119315976
0.002955667382,0.3671595704,0.04784703338,0.006454192725,0.01673122168
0.002955667382,0.3697868303,0.04730373727,0.006368226877,0.2504148565
0.002955667382,0.3724140902,0.04627221848,0.005821842147,0.5864202116
0.002955667382,0.3750413501,0.0445277158,0.00558561822,0.1890403747
0.002955667382,0.37766861,0.04455498078,0.006089372929,-0.150593244
0.002955667382,0.3802958699,0.04396876195,0.007281089653,-0.04336643727
0.002955667382,0.3829231298,0.04202417678,0.006222651731,0.371486346
0.002955667382,0.3855503897,0.03985523497,0.004975937191,0.46204461
0.002955667382,0.3881776496,0.03955256158,0.005185231205,-0.2370423675
0.002955667382,0.3908049095,0.04027264932,0.004635717842,-0.6049872002
0.002955667382,0.3934321693,0.0414954595,0.005011072165,-0.7343369587
0.002955667382,0.3960594292,0.04158316875,0.006766632617,-0.7306150762
0.002955667382,0.3986866891,0.04068865495,0.006953055718,-0.2195608258
0.002955667382,0.401313949,0.03994939084,0.00470586709,0.3194854763
0.002955667382,0.4039412089,0.03956546254,0.003286458163,0.3792033511
0.002955667382,0.4065684688,0.03998415833,0.003000577689,-0.2266140649
0.002955667382,0.4091957287,0.04127014394,0.002594649882,-0.7838508772
0.002955667382,0.4118229886,0.04275554271,0.002141673962,-0.8995195174
0.002955667382,0.4144502485,0.04471720255,0.002321976883,-1.622663246
0.005582927278,0.02298852409,0.04377639789,0.0009471806314,-1.012452311
0.005582927278,0.02561578398,0.04550400988,0.0001728561207,-1.010991366
0.005582927278,0.02824304388,0.04833374921,0.0009416696708,-0.8526106833
0.005582927278,0.03087030377,0.04845926402,0.001172935186,-0.2203877231
0.005582927278,0.03349756367,0.04858742869,0.001435681171,-0.1957942459
